actor;director;genre;movie_id;name;rating;runtime;votes;year;release_date;index;video_id;view_count;like_count;dislike_count;comment_count;budget;revenue;is_sequel;mpaa;screen_count;season;seasonality;like_ratio;is_profitable;revenue_range;polarity_tb;w_polarity_tb;count_pos_tb;count_neg_tb;polarity_sia;w_polarity_sia;count_pos_sia;count_neg_sia;polarity_avg;w_polarity_avg;pos_neg_ratio;pos_neg_ratio_1;pos_neg_ratio_3;pos_neg_ratio_5
Steve Martin, Helena Bonham Carter, Chelcie Ross, Laura Dern;David Atkins;Comedy, Crime, Drama;tt0234354;Novocaine;5.8;95.0;10221.0;2001.0;14 December 2001 (USA);384;xEKZyITGsJQ;40933.0;74.0;2.0;36.0;6000000.0;2036682.0;0;R;189;Holiday;0.3339;25.0;False;H;0.31327453703703706;0.32745063997821355;19.0;6.0;0.34533846153846154;0.3262028571428572;19.0;7.0;0.3293064992877493;0.3268267485605354;2.5;2.375;3.0;4.0
Jean-Claude Van Damme, Sofia Milos, Charlton Heston, Brian Thompson;Sheldon Lettich;Action, Adventure, Comedy;tt0193364;The Order;4.7;89.0;7254.0;2001.0;27 December 2001 (Russia);309;r-buEmGI3UU;668223.0;11588.0;276.0;3407.0;12000000.0;7659747.0;0;R;1975;Holiday;0.3339;41.83754512635379;False;H;0.2184569386302903;0.35109739228303355;1088.0;399.0;0.24359156300703047;0.3232485428809326;1326.0;523.0;0.2310242508186604;0.33717296758198306;2.532442748091603;2.4760956175298805;2.75669099756691;3.1052631578947367
Eddie Izzard, Matt LeBlanc, Udo Kier, James Cosmo;Stefan Ruzowitzky;Action, Comedy, Drama;tt0252223;All the Queen's Men;4.6;99.0;2370.0;2001.0;13 December 2001 (Germany);404;YsaYkXdeMb8;57801.0;82.0;7.0;16.0;25000000.0;22723.0;0;PG-13;17;Holiday;0.3339;10.375;False;I;0.2717013888888889;0.2503472222222222;7.0;1.0;0.3339333333333333;0.330325;7.0;2.0;0.3028173611111111;0.29033611111111113;2.6666666666666665;2.6666666666666665;3.0;2.5
Rachael Leigh Cook, Shawn Hatosy, Jonathan Rhys Meyers, Estella Warren;Jay Lowi;Drama, Thriller;tt0238137;Tangled;5.7;86.0;2234.0;2001.0;2 November 2001 (Portugal);10;2f516ZLyC6U;4704105.0;4723.0;1033.0;156.0;260000000.0;200821936.0;0;R;3603;Holiday;0.3339;4.568665377176015;False;A;0.48806924464235946;0.4378680049405849;83.0;9.0;0.5057029411764703;0.6572257281553396;89.0;13.0;0.4968860929094149;0.5475468665479623;6.428571428571429;6.846153846153846;7.454545454545454;9.571428571428571
Andy Garcia, Mick Jagger, Julianna Margulies, Olivia Williams;George Hickenlooper;Drama, Romance;tt0265307;The Man from Elysian Fields;6.7;106.0;3911.0;2001.0;28 November 2002 (Hong Kong);451;yq6EOBrbK3Q;157571.0;212.0;5.0;124.0;6500000.0;1431625.0;0;R;50;Holiday;0.3339;35.5;False;H;0.2584851419189804;0.24598259365657144;70.0;17.0;0.2986011494252874;0.3518848039215686;64.0;23.0;0.2785431456721339;0.29893369878907006;2.7083333333333335;2.782608695652174;3.411764705882353;3.142857142857143
Antonio Banderas, Olivia Williams, John Shrapnel, Derek Jacobi;Jonas McCord;Drama, Mystery, Romance;tt0201485;The Body;5.4;109.0;6960.0;2001.0;13 December 2001 (Germany);2580;NyE5LnY3dT0;624662.0;802.0;61.0;94.0;30000000.0;33565.0;0;PG-13;11;Holiday;0.3339;12.951612903225806;False;I;0.5033881934556768;0.47506797248032007;36.0;7.0;0.42078;0.21195109489051092;37.0;8.0;0.46208409672783834;0.3435095336854155;4.222222222222222;4.111111111111111;6.0;5.0
Stockard Channing, Julia Stiles, Frederick Weller, Mary Testa;Patrick Stettner;Drama, Thriller;tt0270259;The Business of Strangers;6.4;84.0;3539.0;2001.0;21 December 2001 (USA);643;E9l6-x9o36w;38312.0;41.0;2.0;8.0;6000000.0;1028337.0;0;R;60;Holiday;0.3339;14.0;False;H;0.36458333333333337;0.36458333333333337;7.0;1.0;0.3011857142857143;0.3011857142857143;5.0;2.0;0.3328845238095238;0.3328845238095238;2.0;2.0;2.0;2.0
Tunde Adebimpe, Hippolyte Girardot, Raul A. Reyes, Alan Gryfe;Joel Hopkins;Drama, Romance, Comedy;tt0273300;Jump Tomorrow;7.2;97.0;1312.0;2001.0;9 November 2001 (UK);752;q9ndinF7F4o;10621.0;48.0;3.0;7.0;1000000.0;187474.0;0;PG;8;Holiday;0.3339;12.25;False;I;0.4609375;0.5043749999999999;3.0;1.0;0.421825;0.5933900000000001;3.0;1.0;0.44138125;0.5488824999999999;2.0;2.0;2.0;2.0
Elijah Wood, Ian McKellen, Viggo Mortensen, Orlando Bloom;Peter Jackson;Adventure, Drama, Fantasy;tt0167261;The Lord of the Rings: The Two Towers;8.7;179.0;1311482.0;2002.0;18 December 2002 (USA);4;LbfMDwc4azU;947408.0;4202.0;94.0;482.0;94000000.0;342551365.0;1;PG-13;3622;Holiday;0.3339;44.242105263157896;True;A;0.4065071945763472;0.49400338036500413;126.0;30.0;0.33456069364161817;0.521584120603015;139.0;34.0;0.37053394410898266;0.5077937504840095;4.0;3.9411764705882355;4.423076923076923;4.764705882352941
Daniel Radcliffe, Rupert Grint, Emma Watson, Richard Harris;Chris Columbus;Adventure, Family, Fantasy;tt0295297;Harry Potter and the Chamber of Secrets;7.4;161.0;477605.0;2002.0;15 November 2002 (USA);6;1bq0qff4iF8;711186.0;3817.0;65.0;306.0;100000000.0;261988482.0;1;PG;3682;Holiday;0.3339;57.84848484848485;True;A;0.2574686996010526;0.30832812029240614;66.0;19.0;0.3369877777777778;0.5405416734362308;69.0;21.0;0.29722823868941517;0.42443489686431846;3.1818181818181817;3.2857142857142856;4.1875;3.6923076923076925
Leonardo DiCaprio, Tom Hanks, Christopher Walken, Martin Sheen;Steven Spielberg;Biography, Crime, Drama;tt0264464;Catch Me If You Can;8.1;141.0;692352.0;2002.0;25 December 2002 (USA);15;KAeAqaA0Llg;1590425.0;7852.0;159.0;384.0;52000000.0;164615351.0;0;PG-13;3225;Holiday;0.3339;49.08125;True;B;0.27027194357508555;0.12646885289431084;131.0;34.0;0.25335434782608707;0.2738980178041544;128.0;56.0;0.26181314570058634;0.2001834353492326;2.263157894736842;2.2962962962962963;2.659090909090909;2.533333333333333
Eminem, Brittany Murphy, Kim Basinger, Mekhi Phifer;Curtis Hanson;Drama, Music;tt0298203;8 Mile;7.1;110.0;223232.0;2002.0;8 November 2002 (USA);17;bhXKfqqcfiY;35751378.0;364893.0;8658.0;22374.0;41000000.0;116724075.0;0;R;2585;Holiday;0.3339;42.1404319205451;True;C;0.1582335794219813;0.4427436368401994;604.0;339.0;0.0017560804899387891;-0.09725117963527959;579.0;564.0;0.07999482995596004;0.17274622860245992;1.0265486725663717;1.0110294117647058;1.0560538116591929;0.8936170212765957
Leonardo DiCaprio, Cameron Diaz, Daniel Day-Lewis, Jim Broadbent;Martin Scorsese;Crime, Drama;tt0217505;Gangs of New York;7.5;167.0;363899.0;2002.0;20 December 2002 (USA);24;qHVUPri5tjA;987533.0;2230.0;120.0;166.0;100000000.0;77812000.0;0;R;2340;Holiday;0.3339;18.43801652892562;False;D;0.1242761678190457;0.43196630184391116;29.0;14.0;0.01663333333333331;0.2645017543859649;26.0;22.0;0.07045475057618951;0.34823402811493803;1.173913043478261;1.0869565217391304;1.2105263157894737;0.875
Pierce Brosnan, Halle Berry, Rosamund Pike, Toby Stephens;Lee Tamahori;Action, Adventure, Thriller;tt0246460;Die Another Day;6.1;133.0;188389.0;2002.0;22 November 2002 (USA);46;GTznf1x4khc;254029.0;588.0;44.0;109.0;142000000.0;160942139.0;0;PG-13;3377;Holiday;0.3339;13.088888888888889;True;B;0.1258221187025535;0.1250564176682388;30.0;16.0;0.08747619047619044;0.26969692307692306;22.0;20.0;0.10664915458937196;0.19737667037258094;1.0952380952380953;1.2105263157894737;1.2352941176470589;1.5833333333333333
Adam Sandler, Emily Watson, Philip Seymour Hoffman, Jason Andrews;Paul Thomas Anderson;Comedy, Drama, Romance;tt0272338;Punch-Drunk Love;7.3;95.0;129059.0;2002.0;1 November 2002 (USA);82;IRbca0W1pJ4;519089.0;995.0;52.0;144.0;25000000.0;17844216.0;0;R;1293;Holiday;0.3339;18.79245283018868;False;G;0.12958835850140193;0.4711283340019921;30.0;16.0;0.16372244897959187;0.6615674897119341;29.0;20.0;0.1466554037404969;0.5663479118569631;1.4285714285714286;1.380952380952381;1.4736842105263157;2.0
George Clooney, Natascha McElhone, Ulrich Tukur, Viola Davis;Steven Soderbergh;Drama, Mystery, Romance;tt0307479;Solaris;6.2;99.0;74259.0;2002.0;27 November 2002 (USA);88;rvm7WMbXfeY;771535.0;662.0;198.0;186.0;47000000.0;14970038.0;0;PG-13;2406;Holiday;0.3339;3.3316582914572863;False;G;0.10306934799382718;0.054535165769801185;35.0;25.0;0.1588969696969697;0.43171392405063297;41.0;25.0;0.13098315884539843;0.24312454491021707;1.6153846153846154;1.7083333333333333;1.6521739130434783;1.9333333333333333
Ice Cube, Mike Epps, John Witherspoon, Don 'D.C.' Curry;Marcus Raboy;Comedy, Drama;tt0293815;Friday After Next;5.8;85.0;23214.0;2002.0;22 November 2002 (USA);94;H3g5QQynaJk;740114.0;948.0;51.0;156.0;10000000.0;32983713.0;0;R;1621;Holiday;0.3339;18.25;True;F;0.289264798085836;0.0996799090499985;62.0;15.0;0.3188677777777778;0.13222087378640782;68.0;22.0;0.3040662879318069;0.11595039141820315;3.0;3.35;4.538461538461538;6.0
Christian Bale, Sean Bean, Emily Watson, Taye Diggs;Kurt Wimmer;Action, Drama, Sci-Fi;tt0238380;Equilibrium;7.5;107.0;291720.0;2002.0;6 December 2002 (USA);96;raleKODYeg0;1938556.0;4278.0;228.0;574.0;20000000.0;1203974.0;0;R;301;Holiday;0.3339;18.685589519650655;False;H;0.2130690317341578;0.012953364167376531;141.0;44.0;0.21127202072538862;0.13773613817537647;132.0;61.0;0.21217052622977323;0.0753447511713765;2.1451612903225805;2.23728813559322;2.3137254901960786;2.272727272727273
Salma Hayek, Alfred Molina, Geoffrey Rush, Mía Maestro;Julie Taymor;Biography, Drama, Romance;tt0120679;Frida;7.4;123.0;72962.0;2002.0;22 November 2002 (USA);98;uOUzQYqba4Y;1454371.0;2628.0;126.0;113.0;12000000.0;25885000.0;0;R;794;Holiday;0.3339;20.700787401574804;True;F;0.19216198442760948;-0.10639741053079779;33.0;11.0;0.28031875;0.2832481433224756;31.0;17.0;0.23624036721380476;0.08842536639583891;1.7777777777777777;1.8823529411764706;2.142857142857143;3.375
Tim Allen, Spencer Breslin, Elizabeth Mitchell, Eric Lloyd;Michael Lembeck;Comedy, Family, Fantasy;tt0304669;The Santa Clause 2;5.6;104.0;44102.0;2002.0;1 November 2002 (USA);101;5eRIlU8OAYk;135402.0;208.0;22.0;42.0;65000000.0;139236327.0;1;G;3352;Holiday;0.3339;9.08695652173913;True;C;0.3719047619047619;0.3718715393133998;13.0;2.0;0.5493428571428571;0.6330125000000001;13.0;1.0;0.46062380952380955;0.5024420196566999;7.0;7.0;7.0;5.5
Joseph Gordon-Levitt, Emma Thompson, Martin Short, Roscoe Lee Browne;Ron Clements, John Musker;Animation, Adventure, Family;tt0133240;Treasure Planet;7.1;95.0;87637.0;2002.0;27 November 2002 (USA);106;DJNT7C61NrE;884794.0;2615.0;91.0;526.0;140000000.0;38176783.0;0;PG;3227;Holiday;0.3339;28.434782608695652;False;F;0.3127712254355662;0.209675830351949;165.0;25.0;0.3979545454545454;0.16941936368623148;149.0;38.0;0.3553628854450558;0.18954759701909024;3.8461538461538463;3.918918918918919;5.115384615384615;6.1875
Sandra Bullock, Hugh Grant, Alicia Witt, Dana Ivey;Marc Lawrence;Comedy, Romance;tt0313737;Two Weeks Notice;6.1;101.0;96525.0;2002.0;20 December 2002 (USA);110;1YG-vYfz8yM;2694397.0;7788.0;164.0;139.0;60000000.0;93354851.0;0;PG-13;2755;Holiday;0.3339;47.2060606060606;True;D;0.2646426650766929;0.2081319083804879;43.0;11.0;0.3934357142857143;0.5218576317218903;46.0;10.0;0.3290391896812036;0.3649947700511891;4.2727272727272725;4.2;6.333333333333333;13.0
Patrick Stewart, Jonathan Frakes, Brent Spiner, LeVar Burton;Stuart Baird;Action, Adventure, Sci-Fi;tt0253754;Star Trek: Nemesis;6.4;116.0;66536.0;2002.0;13 December 2002 (USA);130;hjBZXX9ME3k;167847.0;298.0;18.0;73.0;60000000.0;43254409.0;1;PG-13;2711;Holiday;0.3339;15.736842105263158;False;E;0.3302162330981775;0.34924590983346737;29.0;7.0;0.30343095238095236;0.3611916299559471;32.0;10.0;0.31682359273956495;0.35521876989470724;3.0;2.8181818181818183;3.2222222222222223;2.625
Jack Nicholson, Hope Davis, Dermot Mulroney, Kathy Bates;Alexander Payne;Comedy, Drama;tt0257360;About Schmidt;7.2;125.0;116047.0;2002.0;3 January 2003 (USA);168;G-dafG40eGU;239267.0;429.0;25.0;33.0;30000000.0;65016287.0;0;R;1240;Holiday;0.3339;16.53846153846154;True;D;0.22414814814814812;0.3535777777777778;11.0;4.0;0.22556428571428572;0.4305633333333333;10.0;4.0;0.22485621693121693;0.3920705555555556;2.2;2.2;2.0;2.0
Nick Cannon, Zoe Saldana, Orlando Jones, Leonard Roberts;Charles Stone III;Comedy, Drama, Romance;tt0303933;Drumline;5.7;118.0;31310.0;2002.0;13 December 2002 (USA);177;2fsMce1OvXY;3095706.0;10334.0;472.0;483.0;20000000.0;56398162.0;0;PG-13;1837;Holiday;0.3339;21.849894291754758;True;E;0.2191561672485118;0.28038040609975995;95.0;31.0;0.12180748299319727;0.1267282911392405;88.0;59.0;0.17048182512085452;0.20355434861950022;1.4833333333333334;1.5357142857142858;1.6590909090909092;1.7037037037037037
Robert De Niro, Billy Crystal, Lisa Kudrow, Joe Viterelli;Harold Ramis;Comedy, Crime;tt0289848;Analyze That;5.9;96.0;76866.0;2002.0;6 December 2002 (USA);202;vF-lF7slKV4;201994.0;379.0;18.0;18.0;60000000.0;32122249.0;1;R;2635;Holiday;0.3339;20.0;False;F;0.522063492063492;0.549015444015444;8.0;1.0;0.28625833333333334;0.3914727272727273;9.0;3.0;0.4041609126984127;0.47024408564408565;2.5;2.5;2.5;1.6666666666666667
Pierce Brosnan, Julianna Margulies, Aidan Quinn, Sophie Vavasseur;Bruce Beresford;Drama;tt0298856;Evelyn;7.0;94.0;5920.0;2002.0;25 December 2002 (USA);270;wIRJvksrSLM;42046.0;140.0;3.0;15.0;10000000.0;1483975.0;0;PG;137;Holiday;0.3339;35.25;False;H;0.2859002976190476;0.3026244588744589;7.0;1.0;0.36763;0.44214166666666666;8.0;2.0;0.3267651488095238;0.37238306277056277;3.0;3.0;4.0;3.5
Michael Reilly Burke, Boti Bliss, Julianna McCarthy, Jennifer Tisdale;Matthew Bright;Biography, Crime, Drama;tt0284929;Ted Bundy;5.9;99.0;6545.0;2002.0;22 November 2002 (UK);272;v38MNmDcgrM;1748943.0;24673.0;1342.0;3471.0;1200000.0;6073.0;0;R;2;Holiday;0.3339;18.372300819061802;False;I;0.10756502511483532;0.1898090219706599;1904.0;998.0;0.024912910353535288;0.0005749939810833806;1693.0;1475.0;0.0662389677341853;0.09519200797587164;1.1476964769647697;1.1627576403695807;1.202054794520548;1.0126146788990826
Kevin Kline, Emile Hirsch, Joel Gretsch, Embeth Davidtz;Michael Hoffman;Drama;tt0283530;The Emperor's Club;6.9;109.0;15660.0;2002.0;22 November 2002 (USA);294;k0gHibeHfdA;215992.0;366.0;18.0;73.0;12500000.0;14060950.0;0;PG-13;811;Holiday;0.3339;19.31578947368421;True;G;0.3253333211926962;0.21392124725764436;26.0;10.0;0.15781578947368421;-0.04530635838150286;24.0;14.0;0.24157455533319022;0.08430744443807076;1.6666666666666667;1.7857142857142858;1.8333333333333333;1.5
Morris Chestnut, Steven Seagal, Matt Battaglia, Ja Rule;Don Michael Paul;Action, Crime, Thriller;tt0297162;Half Past Dead;4.6;98.0;13489.0;2002.0;15 November 2002 (USA);329;yNts_qB6Qfw;311191.0;151.0;32.0;39.0;13000000.0;15361537.0;0;PG-13;2113;Holiday;0.3339;4.606060606060606;True;G;0.04846824363425926;0.08425547012786597;10.0;10.0;0.03269375;0.0675294117647059;9.0;7.0;0.04058099681712963;0.07589244094628593;1.25;1.25;1.3333333333333333;0.75
John Leguizamo, Peter Sarsgaard, Denise Richards, Vincent Laresca;Franc. Reyes;Crime, Drama, Thriller;tt0262396;Empire;6.0;90.0;6961.0;2002.0;6 December 2002 (USA);342;lmi5QbkhQ1Q;817829.0;3812.0;170.0;127.0;3500000.0;17504595.0;0;R;869;Holiday;0.3339;22.29824561403509;True;G;0.10297277771831345;0.12029388249764451;31.0;19.0;0.18865689655172424;0.0669623578076525;40.0;18.0;0.14581483713501886;0.09362812015264851;2.1578947368421053;2.1666666666666665;2.3333333333333335;2.0
Anna Paquin, Lena Olin, Iain Glen, Giancarlo Giannini;Jaume Balagueró;Horror;tt0273517;Darkness;5.4;88.0;17951.0;2002.0;25 December 2004 (USA);371;FDhoqY1grJY;4930940.0;10678.0;1456.0;1971.0;10600000.0;22163442.0;0;PG-13;1718;Holiday;0.3339;7.329444063143446;True;F;0.019348070712233968;-0.06361379179031734;365.0;351.0;-0.08609363525091802;-0.37452071057192377;352.0;465.0;-0.033372782269342025;-0.21906725118112055;0.7575107296137339;0.7597254004576659;0.7643835616438356;0.6442687747035574
America Ferrera, Lupe Ontiveros, Ingrid Oliu, George Lopez;Patricia Cardoso;Comedy, Drama;tt0296166;Real Women Have Curves;7.0;90.0;6549.0;2002.0;8 November 2002 (USA);373;vKpDifyDIp0;254243.0;735.0;42.0;142.0;3000000.0;5844929.0;0;PG-13;163;Holiday;0.3339;17.11627906976744;True;H;0.1581409462498711;0.1815379905415664;58.0;23.0;0.16488863636363638;0.25347584097859327;53.0;35.0;0.16151479130675372;0.21750691576007986;1.5;1.457142857142857;1.6896551724137931;1.9473684210526316
Al Pacino, Téa Leoni, Ryan O'Neal, Kim Basinger;Daniel Algrant;Crime, Drama;tt0274711;People I Know;5.5;100.0;10539.0;2002.0;21 November 2002 (Peru);411;OtEoVNGW4WU;14382.0;36.0;1.0;2.0;22000000.0;121972.0;0;R;8;Holiday;0.3339;18.5;False;I;0.25;0.25;1.0;0.0;0.8979;0.8979;1.0;0.0;0.57395;0.57395;2.0;2.0;2.0;2.0
Jean-Claude Van Damme, Tomas Arana, Laura Harring, Susan Gibney;Bob Misiorowski;Action, Thriller;tt0298296;Derailed;4.0;89.0;6748.0;2002.0;5 November 2002 (Russia);217;84mGKTTv5Gc;670278.0;1099.0;59.0;106.0;18000000.0;36020063.0;0;R;2447;Holiday;0.3339;18.333333333333332;True;F;0.4793737386067708;0.3023402405753968;28.0;4.0;0.2506666666666667;0.15689777777777777;26.0;10.0;0.36502020263671875;0.22961900917658729;2.4545454545454546;2.272727272727273;2.4444444444444446;2.5
D. David Morin, Gavin MacLeod, Hal Linden, Jennifer O'Neill;Rich Christiano;Drama, Fantasy, Sci-Fi;tt0295725;Time Changer;5.4;95.0;2066.0;2002.0;29 December 2016 (South Korea);465;OzdeLDeU9w0;191262.0;387.0;88.0;257.0;825000.0;1284142.0;0;PG;169;Holiday;0.3339;4.359550561797753;True;H;0.13538783369597973;0.08943190266775054;103.0;39.0;0.17423243243243247;0.09993805031446543;93.0;55.0;0.1548101330642061;0.09468497649110799;1.6785714285714286;1.6181818181818182;1.7659574468085106;1.7222222222222223
Treat Williams, Robin Dunne, Gianpaolo Venuta, Daniel Enright;Sidney J. Furie;Thriller;tt0281726;The Circle;5.0;100.0;551.0;2002.0;5 December 2002 (Spain);994;QCOXARv6J9k;7478307.0;39909.0;1937.0;4060.0;18000000.0;661445.0;0;R;16;Holiday;0.3339;20.593395252837976;False;I;0.09750896609042367;0.04924284186248182;931.0;602.0;0.1471848186846957;-0.16667876404494378;1037.0;590.0;0.12234689238755969;-0.05871796109123098;1.7563451776649746;1.7613240418118468;1.9426048565121412;1.6426116838487972
Mark Webber, Jade Yorker, Jaclyn DeSantis, Gano Grills;Adam Bhala Lough;Action, Drama;tt0337585;Bomb the System;6.6;91.0;961.0;2002.0;December 2002 (USA);787;GIE90oi1BkY;80275.0;151.0;7.0;34.0;500000.0;14865.0;0;R;2;Holiday;0.3339;19.0;False;I;0.1924542124542124;0.17339477726574498;15.0;11.0;-0.010424000000000006;-0.050706249999999974;12.0;13.0;0.0910151062271062;0.0613442636328725;0.9285714285714286;0.9285714285714286;1.0;1.0
Brad Pitt, Angelina Jolie, Mélanie Laurent, Melvil Poupaud;Angelina Jolie;Drama, Romance;tt3707106;By the Sea;5.3;122.0;15547.0;2015.0;20 November 2015 (Turkey);937;vUFZOO9zO0Q;3900850.0;9435.0;1188.0;1155.0;10000000.0;531009.0;0;R;142;Holiday;0.3339;7.936080740117746;False;I;0.07124831959446927;0.17564510587933538;284.0;190.0;0.15483511777301917;0.17226619519094766;277.0;190.0;0.11304171868374421;0.1739556505351415;1.455497382198953;1.4782608695652173;1.644736842105263;1.872340425531915
Patrick Belton, Mary Thornton, Jaraneh Nova;Susan Kraker, Pi Ware;Drama;tt0292243;Solitude;7.2;99.0;93.0;2002.0;11 November 2002 (USA);1784;aWY76dNvXyo;646524.0;8399.0;598.0;629.0;200000.0;3362.0;0;Not Rated;2;Holiday;0.3339;14.023372287145243;False;I;0.21868950152449904;0.10576526440206623;220.0;100.0;0.29973850574712596;0.2668803157626687;259.0;89.0;0.2592140036358125;0.18632279008236746;2.888888888888889;3.1645569620253164;4.196428571428571;4.548387096774194
Mark Maccora, Andrew Farotte, Marty Quinn, Blair Kroeber;Jeromy Ceseña;Drama, Horror, Thriller;tt0361038;Taken;7.5;72.0;26.0;2002.0;January 2002 (USA);24;uPJVJBm9TPA;923030.0;3120.0;95.0;210.0;25000000.0;145000989.0;0;Not Rated;3184;Holiday;0.3339;32.510416666666664;True;C;0.29302384333585435;0.31863791870274494;77.0;20.0;0.25112190476190477;0.3755380057803468;74.0;31.0;0.2720728740488796;0.34708796224154587;2.34375;2.3225806451612905;2.6153846153846154;2.45
Hugh Grant, Martine McCutcheon, Liam Neeson, Laura Linney;Richard Curtis;Comedy, Drama, Romance;tt0314331;Love Actually;7.6;135.0;378944.0;2003.0;14 November 2003 (USA);1;ZmUaH-n_wbA;5022293.0;33348.0;725.0;909.0;40000000.0;59696144.0;0;R;1714;Holiday;0.3339;45.93526170798898;True;E;0.1919365694192392;-0.039394877746799443;232.0;95.0;0.1941605978260868;-0.10044295546558704;230.0;138.0;0.193048583622663;-0.06991891660619325;1.6618705035971224;1.751937984496124;2.0833333333333335;2.5689655172413794
Elijah Wood, Viggo Mortensen, Ian McKellen, Orlando Bloom;Peter Jackson;Action, Adventure, Drama;tt0167260;The Lord of the Rings: The Return of the King;8.9;201.0;1450542.0;2003.0;17 December 2003 (USA);2;r5X-hFf6Bwo;2637261.0;10237.0;206.0;2009.0;94000000.0;377845905.0;1;PG-13;3703;Holiday;0.3339;49.45893719806763;True;A;0.41820952073366896;0.49548614838631627;427.0;69.0;0.41458121212121213;0.49064438365417096;394.0;101.0;0.41639536642744057;0.4930652660202436;3.872549019607843;4.072916666666667;5.183098591549296;7.945945945945946
Will Ferrell, James Caan, Bob Newhart, Zooey Deschanel;Jon Favreau;Comedy, Family, Fantasy;tt0319343;Elf;6.9;97.0;187082.0;2003.0;7 November 2003 (USA);13;gW9wRNqQ_P8;1150892.0;2057.0;128.0;120.0;33000000.0;173398518.0;0;PG;3381;Holiday;0.3339;15.953488372093023;True;B;0.24670397727272725;0.3570124803138916;39.0;11.0;0.25011481481481496;0.4931220551378445;38.0;16.0;0.2484093960437711;0.42506726772586806;2.2941176470588234;2.235294117647059;2.4;2.5555555555555554
Jeremy Sumpter, Jason Isaacs, Olivia Williams, Lynn Redgrave;P.J. Hogan;Adventure, Family, Fantasy;tt0316396;Peter Pan;6.9;113.0;60500.0;2003.0;25 December 2003 (USA);35;UHl8F60t-ss;8360530.0;30506.0;1441.0;3918.0;100000000.0;48462608.0;0;PG;2813;Holiday;0.3339;21.15603328710125;False;E;0.22147572094816392;0.23812205440884351;955.0;344.0;0.21708784722222269;0.29781870024370427;963.0;477.0;0.2192817840851933;0.2679703773262739;2.01673640167364;2.079822616407982;2.3735955056179776;2.4675925925925926
Tom Cruise, Ken Watanabe, Billy Connolly, William Atherton;Edward Zwick;Action, Drama, History;tt0325710;The Last Samurai;7.7;154.0;362912.0;2003.0;5 December 2003 (USA);40;T50_qHEOahQ;1545546.0;3006.0;153.0;345.0;140000000.0;111110575.0;0;R;2938;Holiday;0.3339;19.525974025974026;False;C;0.4293566535487624;0.3479136119624225;126.0;15.0;0.3755758169934636;0.25421193476649373;118.0;35.0;0.402466235271113;0.3010627733644581;3.3055555555555554;3.774193548387097;5.0476190476190474;6.0
